Frequency(Hz),R(ohm),X(ohm),V(V),SoC(%)
510,0.0536295,-0.00531976,3.28729,45
810,0.0514953,-0.00367565,3.28729,45
1000,0.0505773,-0.00271547,3.28729,45
0.01,0.121134,-0.0532085,3.32698,95
0.02,0.102022,-0.0385198,3.32899,95
0.03,0.0949687,-0.0306691,3.3291,95
0.05,0.088812,-0.0227445,3.32937,95
0.08,0.084757,-0.0174651,3.32955,95
0.1,0.0831819,-0.0155182,3.3297,95
0.2,0.079109,-0.0109171,3.32982,95
0.3,0.0772151,-0.0090278,3.32985,95
0.5,0.0752506,-0.00722938,3.32992,95
0.8,0.0737501,-0.00603653,3.32997,95
1,0.0731193,-0.00560715,3.33,95
2,0.0713957,-0.00472729,3.33004,95
3,0.070468,-0.00450281,3.33006,95
5,0.0693207,-0.00449853,3.33008,95
8,0.0681738,-0.00470251,3.3301,95
10,0.0675892,-0.0049191,3.3301,95
11,0.0673272,-0.00501215,3.33011,95
21,0.0652533,-0.00576607,3.33012,95
31,0.0636983,-0.00628915,3.33013,95
61,0.0605481,-0.00704409,3.33012,95
81,0.0591133,-0.00720967,3.33012,95
100,0.0579742,-0.00725602,3.33012,95
110,0.0574407,-0.00725577,3.33012,95
210,0.0539007,-0.0068428,3.33011,95
310,0.0518497,-0.00621318,3.33013,95
510,0.0494158,-0.00499503,3.33011,95
810,0.0473433,-0.00331734,3.33013,95
1000,0.0464636,-0.00230201,3.33012,95
0.01,0.146635,-0.0645448,3.26461,25
0.02,0.122331,-0.0495051,3.26854,25
0.03,0.112104,-0.0410719,3.26861,25
0.05,0.102406,-0.0322585,3.26892,25
0.08,0.0955012,-0.0260732,3.26906,25
0.1,0.0926713,-0.0236611,3.26914,25
0.2,0.0852755,-0.0176964,3.26927,25
0.3,0.0817892,-0.0150308,3.26928,25
0.5,0.0781092,-0.01233,3.26933,25
0.8,0.0753025,-0.0104291,3.26938,25
1,0.0741119,-0.00969315,3.26942,25
2,0.0708528,-0.00800668,3.26947,25
3,0.069127,-0.00731906,3.2695,25
5,0.0671261,-0.00670335,3.26955,25
8,0.0654391,-0.00635131,3.26956,25
10,0.0646543,-0.00625791,3.26957,25
11,0.064315,-0.00624546,3.26959,25
21,0.0620104,-0.00632642,3.26959,25
31,0.0604567,-0.00656927,3.26962,25
61,0.0574274,-0.00688443,3.26961,25
81,0.0560597,-0.0069102,3.26961,25
100,0.0550108,-0.0068961,3.2696,25
110,0.0545359,-0.00684066,3.2696,25
210,0.0512626,-0.00636545,3.26959,25
310,0.049361,-0.0057192,3.2696,25
510,0.0470781,-0.00446204,3.2696,25
810,0.045107,-0.00270642,3.26962,25
1000,0.0442746,-0.00165402,3.2696,25
0.01,0.147638,-0.0669691,3.25115,20
0.02,0.122536,-0.0512139,3.25488,20
0.03,0.111994,-0.0424307,3.25489,20
0.05,0.102028,-0.0332584,3.25517,20
0.08,0.0949401,-0.0268111,3.2553,20
0.1,0.092059,-0.0243113,3.25539,20
0.2,0.084514,-0.0181622,3.25551,20
0.3,0.0809442,-0.0154343,3.25551,20
0.5,0.0771603,-0.0126877,3.25557,20
0.8,0.0742508,-0.0107499,3.25561,20
1,0.0730243,-0.0100087,3.25567,20
2,0.0696128,-0.00822503,3.25572,20
3,0.0678486,-0.00747711,3.25576,20
5,0.0658297,-0.00678974,3.25578,20
8,0.0640981,-0.00634022,3.25582,20
10,0.0633369,-0.00624987,3.25582,20
11,0.0630173,-0.006198,3.25584,20
21,0.0607334,-0.00622057,3.25585,20
31,0.0592129,-0.00639669,3.25585,20
61,0.0562629,-0.00659482,3.25586,20
81,0.0549606,-0.00659803,3.25585,20
100,0.0539597,-0.00656533,3.25585,20
110,0.0535281,-0.00652194,3.25584,20
210,0.0504408,-0.00600873,3.25584,20
310,0.0486739,-0.00537219,3.25585,20
510,0.0465254,-0.004188,3.25587,20
810,0.0447084,-0.00253344,3.25585,20
1000,0.0439474,-0.00156347,3.25585,20
0.01,0.173107,-0.0839442,3.19156,5
0.02,0.144105,-0.0626777,3.19648,5
0.03,0.131616,-0.0519174,3.19674,5
0.05,0.119472,-0.0410565,3.19718,5
0.08,0.110569,-0.0334524,3.19736,5
0.1,0.106867,-0.0304468,3.19747,5
0.2,0.097205,-0.023114,3.19764,5
0.3,0.0925601,-0.0198349,3.19763,5
0.5,0.0875606,-0.0165401,3.19771,5
0.8,0.0836206,-0.0141862,3.19777,5
1,0.0819324,-0.0132433,3.19784,5
2,0.0772169,-0.0108592,3.19788,5
3,0.0748047,-0.00970163,3.19794,5
5,0.0721902,-0.00848369,3.19797,5
8,0.0701355,-0.00768126,3.198,5
10,0.0692381,-0.00742217,3.19802,5
11,0.0688801,-0.00739335,3.19802,5
21,0.0662985,-0.00724676,3.19806,5
31,0.0645751,-0.00734747,3.19805,5
61,0.0612387,-0.00758005,3.19808,5
81,0.0597255,-0.0075704,3.19807,5
100,0.0585724,-0.0074707,3.19806,5
110,0.0580875,-0.0074412,3.19806,5
210,0.0546321,-0.0067471,3.19806,5
310,0.0527257,-0.0060102,3.19806,5
510,0.0505284,-0.00474924,3.19805,5
810,0.0486677,-0.00320477,3.19806,5
1000,0.0478834,-0.00232099,3.19806,5
0.01,0.132751,-0.0588937,3.32375,80
0.02,0.110487,-0.0432752,3.32625,80
0.03,0.102045,-0.0348532,3.32625,80
0.05,0.094539,-0.0263679,3.32649,80
0.08,0.089436,-0.0206251,3.32665,80
0.1,0.0874139,-0.0184613,3.32675,80
0.2,0.0821888,-0.0132605,3.32686,80
0.3,0.0797726,-0.0110235,3.32689,80
0.5,0.0772583,-0.00882143,3.32693,80
0.8,0.0753906,-0.00731801,3.327,80
1,0.074613,-0.0067543,3.32703,80
2,0.072523,-0.00551233,3.32707,80
3,0.0714534,-0.00515189,3.32709,80
5,0.0701363,-0.00495851,3.32713,80
8,0.068895,-0.00509303,3.32715,80
10,0.0682719,-0.00520868,3.32714,80
11,0.067983,-0.00522018,3.32715,80
21,0.065893,-0.00591025,3.32716,80
31,0.0643523,-0.00639571,3.32717,80
61,0.0612731,-0.00707427,3.32716,80
81,0.0598173,-0.00725668,3.32717,80
100,0.0587103,-0.00736053,3.32716,80
110,0.0581948,-0.00737248,3.32717,80
210,0.0545673,-0.00709924,3.32716,80
310,0.0524222,-0.00656851,3.32718,80
510,0.0497627,-0.00537913,3.32718,80
810,0.0474404,-0.00357754,3.32716,80
1000,0.0464611,-0.00249134,3.32717,80
0.01,0.137505,-0.0562572,3.28355,45
0.02,0.115322,-0.0436707,3.28657,45
0.03,0.106082,-0.0361809,3.28654,45
0.05,0.0975088,-0.0281642,3.28675,45
0.08,0.0915699,-0.0225281,3.28686,45
0.1,0.0891824,-0.020338,3.28694,45
0.2,0.0830266,-0.0149798,3.28704,45
0.3,0.0801627,-0.0126285,3.28705,45
0.5,0.0771689,-0.0103187,3.2871,45
0.8,0.0748535,-0.00871635,3.28715,45
1,0.0738794,-0.00811124,3.28719,45
2,0.0711575,-0.00677497,3.28724,45
3,0.0697046,-0.00625131,3.28726,45
5,0.0679676,-0.00576264,3.28728,45
8,0.0664668,-0.00547196,3.28732,45
10,0.0657867,-0.0053694,3.28733,45
11,0.0654812,-0.00538702,3.28732,45
21,0.0634951,-0.00541354,3.28733,45
31,0.0621892,-0.00557311,3.28735,45
61,0.0596157,-0.00585185,3.28735,45
81,0.0584661,-0.00590067,3.28735,45
100,0.0575751,-0.00590524,3.28735,45
110,0.0571732,-0.00587896,3.28735,45
210,0.054368,-0.00552461,3.28733,45
310,0.0526108,-0.00499241,3.28734,45
510,0.0505339,-0.00388742,3.28734,45
810,0.0486599,-0.00222306,3.28735,45
1000,0.0478626,-0.00120601,3.28734,45
0.01,0.178099,-0.0817039,3.19295,5
0.02,0.149156,-0.0615734,3.1977,5
0.03,0.136604,-0.0512581,3.19787,5
0.05,0.124356,-0.0407967,3.19826,5
0.08,0.115315,-0.0333751,3.1984,5
0.1,0.111571,-0.0304075,3.1985,5
0.2,0.101804,-0.0230804,3.19865,5
0.3,0.0971542,-0.019792,3.19864,5
0.5,0.0921715,-0.0164707,3.1987,5
0.8,0.0882676,-0.0140975,3.19874,5
1,0.0865868,-0.0131469,3.1988,5
2,0.0819344,-0.0107761,3.19887,5
3,0.0795698,-0.00966988,3.19892,5
5,0.0769646,-0.00853089,3.19895,5
8,0.0748959,-0.0077972,3.19899,5
10,0.0739991,-0.00760694,3.199,5
11,0.0736224,-0.00754762,3.19902,5
21,0.0709507,-0.00755461,3.19903,5
31,0.0691119,-0.00775509,3.19905,5
61,0.0655592,-0.00799841,3.19904,5
81,0.0639828,-0.0079999,3.19905,5
100,0.0627481,-0.0079713,3.19905,5
110,0.0621951,-0.00790899,3.19903,5
210,0.0585274,-0.00720692,3.19903,5
310,0.0564698,-0.00645719,3.19903,5
510,0.0540748,-0.00517489,3.19905,5
810,0.0520714,-0.00353868,3.19905,5
1000,0.0512092,-0.00259731,3.19903,5
0.01,0.16371,-0.0715125,3.22498,15
0.02,0.138024,-0.0542611,3.22919,15
0.03,0.127033,-0.045116,3.22933,15
0.05,0.116411,-0.0356661,3.2297,15
0.08,0.10867,-0.0290171,3.22986,15
0.1,0.105493,-0.0264187,3.22996,15
0.2,0.0971294,-0.0199682,3.23011,15
0.3,0.093138,-0.0170781,3.23011,15
0.5,0.0888772,-0.0141658,3.23018,15
0.8,0.0855639,-0.0120867,3.23022,15
1,0.0841588,-0.0112893,3.23026,15
2,0.080234,-0.00937974,3.23033,15
3,0.0781803,-0.00852803,3.23037,15
5,0.0758314,-0.00770704,3.23041,15
8,0.0738944,-0.00717226,3.23042,15
10,0.073035,-0.00702904,3.23046,15
11,0.0726612,-0.00696378,3.23046,15
21,0.0701311,-0.00700532,3.23048,15
31,0.0684562,-0.00717453,3.23047,15
61,0.0651593,-0.00754796,3.23049,15
81,0.0636298,-0.00758627,3.23048,15
100,0.0625674,-0.00756473,3.23047,15
110,0.0619937,-0.00752687,3.23048,15
210,0.0585151,-0.00701834,3.23047,15
310,0.0564948,-0.00644567,3.23048,15
510,0.0541324,-0.00532272,3.23048,15
810,0.0520947,-0.00390697,3.23048,15
1000,0.0512274,-0.00307316,3.23048,15
0.01,0.133933,-0.0636931,3.30154,65
0.02,0.111466,-0.0471484,3.30671,65
0.03,0.102452,-0.038143,3.30775,65
0.05,0.0942452,-0.0288609,3.3086,65
0.08,0.0886853,-0.0225268,3.30909,65
0.1,0.0864918,-0.0201256,3.30942,65
0.2,0.080857,-0.0143868,3.30968,65
0.3,0.0782723,-0.0119391,3.30978,65
0.5,0.0755885,-0.00959087,3.3099,65
0.8,0.0735543,-0.00800694,3.30996,65
1,0.0726873,-0.00740834,3.31004,65
2,0.0702915,-0.00610942,3.31009,65
3,0.0690277,-0.00565198,3.31013,65
5,0.0674888,-0.00524716,3.31016,65
8,0.0661242,-0.00506632,3.3102,65
10,0.0654921,-0.00503668,3.3102,65
11,0.065226,-0.00503293,3.31023,65
21,0.0633236,-0.00519241,3.31022,65
31,0.0620267,-0.0053902,3.31023,65
61,0.0595745,-0.00569118,3.31023,65
81,0.0584406,-0.00577105,3.31023,65
100,0.0575762,-0.00577829,3.31023,65
110,0.0571609,-0.00576153,3.31023,65
210,0.0543472,-0.00544486,3.31023,65
310,0.0526835,-0.00493956,3.31025,65
510,0.0505695,-0.00386912,3.31024,65
810,0.0486985,-0.00223242,3.31025,65
1000,0.0478835,-0.00121793,3.31024,65
0.01,0.142062,-0.0649569,3.31848,70
0.02,0.119203,-0.0472544,3.32279,70
0.03,0.110354,-0.0381016,3.32332,70
0.05,0.102269,-0.0289266,3.32382,70
0.08,0.0966834,-0.0227188,3.32408,70
0.1,0.0944444,-0.0203632,3.32426,70
0.2,0.088629,-0.0146986,3.32443,70
0.3,0.0859325,-0.0122518,3.32447,70
0.5,0.0831244,-0.00985133,3.32456,70
0.8,0.0810223,-0.00820522,3.3246,70
1,0.0801573,-0.00759747,3.32466,70
2,0.077783,-0.00630455,3.32471,70
3,0.0765052,-0.00588717,3.32475,70
5,0.0749643,-0.00568586,3.32477,70
8,0.0735321,-0.00573354,3.32479,70
10,0.0727836,-0.00583488,3.3248,70
11,0.0724667,-0.00588804,3.3248,70
21,0.0701137,-0.00648659,3.32482,70
31,0.0684597,-0.0068849,3.32482,70
61,0.0651344,-0.00745025,3.32484,70
81,0.0636113,-0.00761462,3.32483,70
100,0.0624377,-0.00762242,3.32483,70
110,0.0619171,-0.00762643,3.32483,70
210,0.0582788,-0.00717864,3.32483,70
310,0.0561885,-0.00654925,3.32483,70
510,0.0536652,-0.00534832,3.32482,70
810,0.0515232,-0.00371503,3.32483,70
1000,0.0505988,-0.00275256,3.32482,70
0.01,0.165056,-0.0662552,3.31695,70
0.02,0.140309,-0.0494126,3.32181,70
0.03,0.130336,-0.0401352,3.32235,70
0.05,0.121303,-0.0305513,3.32289,70
0.08,0.115217,-0.02397,3.32318,70
0.1,0.112811,-0.0214638,3.32338,70
0.2,0.106636,-0.0154291,3.32357,70
0.3,0.103797,-0.01284,3.32363,70
0.5,0.100854,-0.0102873,3.32372,70
0.8,0.0986518,-0.00853624,3.32378,70
1,0.0977305,-0.00787037,3.32383,70
2,0.0952444,-0.00639065,3.32388,70
3,0.0939668,-0.00588322,3.32391,70
5,0.0924272,-0.00549645,3.32395,70
8,0.0910161,-0.00535706,3.32397,70
10,0.0903473,-0.00537501,3.32399,70
11,0.0900609,-0.00540126,3.32399,70
21,0.0880511,-0.00568643,3.324,70
31,0.0867044,-0.00593603,3.32401,70
61,0.0840145,-0.00657523,3.32403,70
81,0.0827977,-0.00680456,3.32402,70
100,0.0818382,-0.00699669,3.32402,70
110,0.0813927,-0.00705702,3.32403,70
210,0.078287,-0.00748334,3.324,70
310,0.07623,-0.0076757,3.324,70
510,0.0734756,-0.0077385,3.324,70
810,0.070693,-0.00752864,3.324,70
1000,0.069355,-0.00733619,3.32401,70
0.01,0.144254,-0.0614852,3.27045,30
0.02,0.12095,-0.04739,3.27451,30
0.03,0.111024,-0.0393643,3.27469,30
0.05,0.101629,-0.0308398,3.27504,30
0.08,0.0950244,-0.0248207,3.27517,30
0.1,0.0923522,-0.0224678,3.27529,30
0.2,0.0854323,-0.0166755,3.27542,30
0.3,0.0821927,-0.0141194,3.27543,30
0.5,0.0787804,-0.0115994,3.2755,30
0.8,0.0761559,-0.00985745,3.27554,30
1,0.075024,-0.00918498,3.2756,30
2,0.0718639,-0.00761368,3.27563,30
3,0.0702169,-0.00697985,3.27568,30
5,0.0682596,-0.00631856,3.27571,30
8,0.0666437,-0.00588958,3.27572,30
10,0.0659297,-0.00574973,3.27574,30
11,0.0656049,-0.0057079,3.27575,30
21,0.0635548,-0.00565369,3.27576,30
31,0.0622037,-0.00575822,3.27577,30
61,0.0595897,-0.00596807,3.27577,30
81,0.0584127,-0.00600172,3.27577,30
100,0.057515,-0.00598835,3.27577,30
110,0.0571131,-0.0059781,3.27577,30
210,0.0542575,-0.00555067,3.27577,30
310,0.0525641,-0.00499517,3.27577,30
510,0.050456,-0.00384645,3.27577,30
810,0.0485823,-0.00217156,3.27577,30
1000,0.0478089,-0.0011606,3.27576,30
0.01,0.159533,-0.0661538,3.2613,25
0.02,0.134855,-0.0508239,3.26534,25
0.03,0.124421,-0.0424108,3.26545,25
0.05,0.114325,-0.0336189,3.26577,25
0.08,0.106977,-0.0273746,3.26591,25
0.1,0.103943,-0.024923,3.266,25
0.2,0.0960112,-0.018783,3.26613,25
0.3,0.0922705,-0.0160035,3.26612,25
0.5,0.0883188,-0.0131988,3.26617,25
0.8,0.0852932,-0.0112241,3.26623,25
1,0.0839921,-0.0104501,3.26629,25
2,0.0804466,-0.00872141,3.26633,25
3,0.0785718,-0.00802241,3.26638,25
5,0.0763611,-0.00738316,3.26641,25
8,0.0744992,-0.00707992,3.26644,25
10,0.0736096,-0.00697803,3.26645,25
11,0.07325,-0.0070171,3.26646,25
21,0.0706164,-0.00724364,3.26646,25
31,0.0688035,-0.00753485,3.26647,25
61,0.0652857,-0.00792472,3.26648,25
81,0.063678,-0.00801435,3.26648,25
100,0.0624813,-0.00796579,3.26647,25
110,0.0619481,-0.00793899,3.26647,25
210,0.0582159,-0.00732022,3.26648,25
310,0.0561054,-0.00662828,3.26648,25
510,0.0536167,-0.0053444,3.26647,25
810,0.0515021,-0.00369245,3.26647,25
1000,0.0506069,-0.00270496,3.26647,25
0.01,0.160155,-0.0547896,3.28704,55
0.02,0.13797,-0.0430412,3.28983,55
0.03,0.1287,-0.0356571,3.28967,55
0.05,0.120214,-0.0275651,3.28982,55
0.08,0.114491,-0.0218483,3.28992,55
0.1,0.112223,-0.0196438,3.28999,55
0.2,0.10643,-0.0143301,3.29009,55
0.3,0.103728,-0.0120266,3.2901,55
0.5,0.100909,-0.00976323,3.29015,55
0.8,0.0987614,-0.00817577,3.29021,55
1,0.0978709,-0.00758932,3.29024,55
2,0.0954275,-0.00628743,3.29028,55
3,0.0941097,-0.0058347,3.29031,55
5,0.092518,-0.00549699,3.29033,55
8,0.0910889,-0.00538404,3.29035,55
10,0.0904278,-0.00540265,3.29037,55
11,0.0901013,-0.00539935,3.29037,55
21,0.0880652,-0.00561588,3.29037,55
31,0.0867172,-0.00586684,3.29039,55
61,0.0841117,-0.00647315,3.29038,55
81,0.0829259,-0.00670658,3.29039,55
100,0.0819463,-0.00688409,3.29038,55
110,0.0815345,-0.00694994,3.29038,55
210,0.0784763,-0.00731751,3.29038,55
310,0.0764814,-0.00751027,3.29038,55
510,0.0738257,-0.00760873,3.29038,55
810,0.0711222,-0.0074778,3.29038,55
1000,0.0697816,-0.00733065,3.29037,55
0.01,0.163207,-0.0688907,3.24868,20
0.02,0.137752,-0.0527642,3.25258,20
0.03,0.126907,-0.0440488,3.25263,20
0.05,0.116381,-0.0349776,3.25291,20
0.08,0.108689,-0.0285451,3.25304,20
0.1,0.105514,-0.0260068,3.25309,20
0.2,0.0971922,-0.0196524,3.25323,20
0.3,0.0932567,-0.0167686,3.25322,20
0.5,0.0890962,-0.0138598,3.25325,20
0.8,0.0858825,-0.01179,3.25331,20
1,0.084523,-0.0110057,3.25338,20
2,0.0807535,-0.00914277,3.25339,20
3,0.0787694,-0.00837231,3.25346,20
5,0.0764669,-0.00763973,3.25348,20
8,0.0745497,-0.00724095,3.25352,20
10,0.0736578,-0.0071299,3.25354,20
11,0.0733016,-0.00714573,3.25354,20
21,0.0706479,-0.0073032,3.25354,20
31,0.0688326,-0.00756984,3.25357,20
61,0.0653185,-0.00795401,3.25356,20
81,0.0637099,-0.0080336,3.25356,20
100,0.0625002,-0.00796366,3.25355,20
110,0.0619621,-0.00792172,3.25354,20
210,0.0582223,-0.00731051,3.25356,20
310,0.0561443,-0.00658628,3.25355,20
510,0.0536921,-0.00530396,3.25355,20
810,0.0515749,-0.00364847,3.25355,20
1000,0.0506926,-0.0026729,3.25355,20
0.01,0.162034,-0.0653094,3.24858,25
0.02,0.137645,-0.0500793,3.25247,25
0.03,0.127258,-0.0414633,3.25259,25
0.05,0.117481,-0.0323409,3.25293,25
0.08,0.110654,-0.0258925,3.25307,25
0.1,0.107909,-0.0233933,3.25318,25
0.2,0.100821,-0.0173028,3.25333,25
0.3,0.0975069,-0.0146529,3.25336,25
0.5,0.0939987,-0.0120694,3.25341,25
0.8,0.0912677,-0.0102966,3.25348,25
1,0.090109,-0.00964251,3.25351,25
2,0.0867938,-0.0081647,3.25357,25
3,0.0850006,-0.00757242,3.25361,25
5,0.082872,-0.00705861,3.25363,25
8,0.0810163,-0.00675425,3.25365,25
10,0.0801634,-0.00663741,3.25368,25
11,0.0798271,-0.00662473,3.25367,25
21,0.077346,-0.00676207,3.2537,25
31,0.0756878,-0.00698691,3.25371,25
61,0.0725224,-0.00734848,3.25372,25
81,0.0710744,-0.00739862,3.2537,25
100,0.0700082,-0.00740893,3.25371,25
110,0.0694856,-0.00740008,3.25371,25
210,0.06619,-0.00712229,3.25371,25
310,0.0641992,-0.0067565,3.2537,25
510,0.0617761,-0.00600519,3.25371,25
810,0.0595904,-0.00499368,3.2537,25
1000,0.0585909,-0.00439407,3.25371,25
0.01,0.159697,-0.0612516,3.32156,75
0.02,0.136022,-0.0462479,3.32511,75
0.03,0.126468,-0.037617,3.32522,75
0.05,0.117935,-0.0285363,3.32553,75
0.08,0.11228,-0.0222568,3.32569,75
0.1,0.110071,-0.0198722,3.32584,75
0.2,0.104478,-0.0141988,3.32597,75
0.3,0.101901,-0.011778,3.32602,75
0.5,0.0992372,-0.0094254,3.32608,75
0.8,0.0972176,-0.0077941,3.32613,75
1,0.0963903,-0.00718288,3.32618,75
2,0.0941441,-0.00582176,3.32621,75
3,0.0929823,-0.00534278,3.32624,75
5,0.09158,-0.00500383,3.32628,75
8,0.0903196,-0.00491545,3.32631,75
10,0.0897115,-0.00493617,3.32631,75
11,0.0894606,-0.00497285,3.32632,75
21,0.0875669,-0.00526098,3.32633,75
31,0.086348,-0.00553179,3.32634,75
61,0.0838656,-0.00616981,3.32635,75
81,0.0827154,-0.00641587,3.32633,75
100,0.081824,-0.0065991,3.32634,75
110,0.0814004,-0.00666114,3.32634,75
210,0.0784102,-0.00712682,3.32635,75
310,0.0765071,-0.00734157,3.32634,75
510,0.0738734,-0.00749104,3.32633,75
810,0.0711862,-0.00743305,3.32634,75
1000,0.0698713,-0.00727833,3.32634,75
0.01,0.247896,-0.37389,3.46345,100
0.02,0.187295,-0.240772,3.4648,100
0.03,0.161496,-0.197416,3.4643,100
0.05,0.130887,-0.138347,3.46683,100
0.08,0.110483,-0.0999287,3.46737,100
0.1,0.102918,-0.0858867,3.46789,100
0.2,0.0858555,-0.0523767,3.46852,100
0.3,0.0794058,-0.039174,3.46882,100
0.5,0.0737163,-0.0271946,3.46918,100
0.8,0.070104,-0.0196109,3.46947,100
1,0.0687525,-0.0168973,3.46967,100
2,0.0655187,-0.0110162,3.46983,100
3,0.0640463,-0.0088941,3.46997,100
5,0.0624755,-0.00718707,3.47006,100
8,0.0611442,-0.00626001,3.47013,100
10,0.0605407,-0.00604119,3.47016,100
11,0.0602791,-0.00597703,3.47018,100
21,0.0583279,-0.00590537,3.47022,100
31,0.0569695,-0.00600468,3.47023,100
61,0.0542789,-0.00626281,3.47026,100
81,0.0530558,-0.00629596,3.47025,100
100,0.0521377,-0.00630892,3.47023,100
110,0.0516903,-0.00630781,3.47021,100
210,0.0486632,-0.0059233,3.47022,100
310,0.0468673,-0.00540964,3.47022,100
510,0.0446257,-0.00425234,3.47023,100
810,0.04269,-0.00257097,3.4702,100
1000,0.0418576,-0.00154698,3.4702,100
0.01,0.185842,-0.0724672,3.1977,10
0.02,0.159335,-0.0554484,3.20168,10
0.03,0.147871,-0.0461381,3.2017,10
0.05,0.136898,-0.036374,3.20201,10
0.08,0.129048,-0.0294536,3.20211,10
0.1,0.125837,-0.0267534,3.20221,10
0.2,0.117479,-0.0201595,3.20234,10
0.3,0.113485,-0.017253,3.20234,10
0.5,0.109195,-0.0143317,3.2024,10
0.8,0.105853,-0.0122869,3.20244,10
1,0.104408,-0.0114918,3.20249,10
2,0.100386,-0.00960553,3.20255,10
3,0.0982396,-0.00876747,3.20259,10
5,0.0957358,-0.00788028,3.20262,10
8,0.0937104,-0.0072378,3.20263,10
10,0.0928019,-0.00701422,3.20267,10
11,0.0924454,-0.00695753,3.20268,10
21,0.0900232,-0.00667263,3.20268,10
31,0.0885066,-0.00677593,3.2027,10
61,0.0856497,-0.00705224,3.2027,10
81,0.084354,-0.00720819,3.20269,10
100,0.0833858,-0.00732515,3.20269,10
110,0.0829071,-0.00737342,3.20269,10
210,0.0797488,-0.00760339,3.2027,10
310,0.0777587,-0.00773136,3.20268,10
510,0.0751007,-0.00776555,3.2027,10
810,0.0724454,-0.00769359,3.20269,10
1000,0.071102,-0.00755335,3.2027,10
0.01,0.157114,-0.0693095,3.19953,15
0.02,0.13197,-0.0525438,3.20336,15
0.03,0.12132,-0.0434509,3.20347,15
0.05,0.111199,-0.0339665,3.20382,15
0.08,0.104036,-0.0273133,3.20399,15
0.1,0.101121,-0.0247215,3.20412,15
0.2,0.0935565,-0.0184412,3.20427,15
0.3,0.0899693,-0.0157001,3.20427,15
0.5,0.0861391,-0.0130223,3.20436,15
0.8,0.0831253,-0.0111479,3.20441,15
1,0.0818293,-0.0104282,3.20445,15
2,0.0781505,-0.00872099,3.20451,15
3,0.0761798,-0.00792222,3.20456,15
5,0.0739315,-0.0070794,3.20458,15
8,0.0720999,-0.00647187,3.20461,15
10,0.0713232,-0.00626238,3.20462,15
11,0.0709704,-0.00615135,3.20462,15
21,0.0688177,-0.00587771,3.20465,15
31,0.0674784,-0.00581733,3.20465,15
61,0.0649453,-0.00592565,3.20465,15
81,0.0638385,-0.00593803,3.20465,15
100,0.0629855,-0.00594037,3.20465,15
110,0.0626014,-0.00589359,3.20466,15
210,0.0599152,-0.00562361,3.20464,15
310,0.0582944,-0.00526965,3.20466,15
510,0.0562029,-0.00448076,3.20465,15
810,0.0543662,-0.003284,3.20466,15
1000,0.0535478,-0.00255509,3.20464,15
0.01,0.145974,-0.0577393,3.29073,60
0.02,0.123687,-0.0440051,3.29362,60
0.03,0.114691,-0.0358811,3.29362,60
0.05,0.1066,-0.0272937,3.29386,60
0.08,0.101211,-0.0213487,3.29401,60
0.1,0.0991015,-0.0190914,3.29412,60
0.2,0.0937122,-0.0136923,3.29424,60
0.3,0.0912334,-0.0114082,3.29426,60
0.5,0.0886435,-0.00918462,3.29432,60
0.8,0.0866922,-0.00770437,3.29437,60
1,0.0858688,-0.00714836,3.29442,60
2,0.0835783,-0.00598809,3.29446,60
3,0.0823456,-0.00563114,3.29447,60
5,0.0807971,-0.00540015,3.29451,60
8,0.0793834,-0.00537979,3.29452,60
10,0.0787043,-0.00543462,3.29453,60
11,0.0784041,-0.0054831,3.29457,60
21,0.0762683,-0.00585247,3.29455,60
31,0.0747936,-0.00619558,3.29456,60
61,0.0718976,-0.00671449,3.29456,60
81,0.0705555,-0.00685672,3.29457,60
100,0.0695623,-0.00690422,3.29454,60
110,0.0690895,-0.00691629,3.29456,60
210,0.0658973,-0.00683245,3.29456,60
310,0.064008,-0.00653912,3.29455,60
510,0.061573,-0.00590977,3.29454,60
810,0.0593761,-0.00494915,3.29455,60
1000,0.0583856,-0.00437087,3.29455,60
0.01,0.123938,-0.0518781,3.3235,90
0.02,0.103773,-0.0390111,3.32578,90
0.03,0.0959777,-0.0315231,3.32579,90
0.05,0.0891154,-0.0237135,3.32603,90
0.08,0.0845965,-0.0184116,3.32617,90
0.1,0.0828256,-0.0164168,3.32628,90
0.2,0.0783119,-0.0116883,3.32641,90
0.3,0.0762406,-0.00971332,3.32643,90
0.5,0.074072,-0.00782537,3.32649,90
0.8,0.0724112,-0.00655362,3.32653,90
